Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1726240,4-Jul-20,Missouri,Saint Louis,Pendleton Ave and W Page Blvd,1,0,N/A
1726558,4-Jul-20,Florida,Fort Lauderdale,6400 block of NW 31st Way,0,1,N/A
1727779,4-Jul-20,Florida,West Palm Beach (Lake Park),Foresteria Dr,0,1,N/A
1724286,4-Jul-20,Illinois,Chicago,6600 block of S Halsted St,1,1,N/A
1727637,4-Jul-20,Pennsylvania,State College,Dreibelbis St,0,1,N/A
1724524,3-Jul-20,Ohio,Dayton,1100 block of Grafton Ave,0,1,N/A
1724110,3-Jul-20,Massachusetts,Braintree,250 Granite St,0,1,N/A
1723897,3-Jul-20,Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,N/A
1723005,2-Jul-20,New York,Brooklyn,41 New Lots Ave,1,1,N/A
1723214,2-Jul-20,Alabama,Bessemer,5311 Southland Cir,0,2,N/A
1722875,1-Jul-20,California,Willow Creek,N/A,0,1,N/A
1723484,1-Jul-20,Texas,San Antonio,900 block of Ripford St,1,1,N/A
1722692,1-Jul-20,Georgia,Stone Mountain,4893 Memorial Dr,0,4,N/A
1722395,1-Jul-20,North Dakota,Bismarck,100 block of W Interstate Ave,0,1,N/A
1722449,1-Jul-20,Illinois,Chicago,S Indiana Ave and E 104th St,0,1,N/A
1722160,30-Jun-20,California,San Diego,4300 block of 52nd St,0,1,N/A
1721987,30-Jun-20,Indiana,Crothersville,400 block of S Kovener St,0,1,N/A
1720862,30-Jun-20,Indiana,Indianapolis,3409 N High School Rd,0,1,N/A
1722475,30-Jun-20,Ohio,Columbus,1594 Kohr Pl,0,1,N/A
1721557,29-Jun-20,New Mexico,Las Cruces,790 Avenida de Mesilla,0,2,N/A
1719975,29-Jun-20,Wisconsin,Milwaukee,2200 block of N 12th St,0,2,N/A
1720144,29-Jun-20,Florida,Jacksonville,12900 Pecan Park Rd,1,2,N/A
1720189,28-Jun-20,Minnesota,Rochester,2800 block of Northern Valley Dr NE,0,1,N/A
1723013,27-Jun-20,Michigan,Pontiac,30 block of Bellmore Ln,0,1,N/A
1720167,27-Jun-20,Michigan,Baraga,M-38,0,1,N/A
1718538,27-Jun-20,Ohio,Columbus,Aviator Ave,0,1,N/A
1719264,27-Jun-20,Louisiana,New Orleans,5400 block of Florida Ave,0,1,N/A
1728162,27-Jun-20,California,Moreno Valley,Heacock St and Sunnymead Blvd,0,1,N/A
1718964,27-Jun-20,Illinois,Chicago,6600 S Wood St,0,1,N/A
1718645,26-Jun-20,West Virginia,Cottageville,N/A,1,1,N/A
1717776,26-Jun-20,Illinois,East Saint Louis,N/A,0,2,N/A
1718438,26-Jun-20,California,Long Beach,3000 block of Bellflower Blvd,0,1,N/A
1717139,26-Jun-20,Florida,Miami,NW 14th Place,0,1,N/A
1718824,26-Jun-20,Michigan,Detroit,16400 block of Hartwell St,0,1,N/A
1716953,25-Jun-20,New York,New York (Manhattan),E 102nd St and Park Ave,0,2,N/A
1718525,25-Jun-20,Colorado,Grand Junction,2900 block of Swan Meadows Dr,0,1,N/A
1717127,25-Jun-20,Illinois,Chicago,1600 block of N Mayfield Ave,0,1,N/A
1716830,24-Jun-20,Michigan,Kalamazoo,Ogden Ave and Douglas Ave,0,2,N/A
1717430,24-Jun-20,New Mexico,Santa Fe,Cibola Cir,0,1,N/A
1713969,23-Jun-20,Pennsylvania,Philadelphia,American St and Lehigh Ave,0,1,N/A
1716880,23-Jun-20,Oklahoma,Ardmore,2021 Choctaw St NW,0,1,N/A
1715055,23-Jun-20,Illinois,Chicago,3600 block of S Wood St,0,2,N/A
1714209,23-Jun-20,South Carolina,New Ellenton,500 block of Richmond Cir SE,0,1,N/A
1714984,23-Jun-20,Missouri,Florissant,1700 US-67,0,1,N/A
1712984,22-Jun-20,Virginia,Richmond,300 block of Exmore Ct,0,1,N/A
1713197,22-Jun-20,Virginia,Danville,1390 Piney Forest Rd,0,1,N/A
1713040,22-Jun-20,Connecticut,Bridgeport,N/A,0,1,N/A
1715441,22-Jun-20,Illinois,Rockford,3600 block of Zermatt Ct,0,1,N/A
1715423,22-Jun-20,Illinois,Willowbrook,IL-83 and Honeysuckle Rose Ln,0,1,N/A
1713590,22-Jun-20,Alabama,Tuscaloosa,226 49th Ave E,0,1,N/A
1712477,21-Jun-20,Illinois,Chicago,6600 block of S Cottage Grove Ave,0,1,N/A
1710693,20-Jun-20,Michigan,Detroit,19200 block of Mapleview St,0,2,N/A
1711272,20-Jun-20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,N/A
1710849,20-Jun-20,Wisconsin,Janesville,6530 S US-51,0,5,N/A
1711537,20-Jun-20,Indiana,Indianapolis,6000 block of E 21st St,0,1,N/A
1710594,20-Jun-20,Illinois,Chicago,1000 block of N Lawndale Ave,0,1,N/A
1711372,20-Jun-20,Illinois,Chicago,1000 block of N LeClaire Ave,1,2,N/A
1710124,19-Jun-20,Texas,San Antonio,7800 block of Ruby Meadow St,0,1,N/A
1714604,19-Jun-20,Ohio,Kelleys Island,W Lakeshore Dr,0,1,N/A
1710749,19-Jun-20,Ohio,Cleveland,1800 block of Buhrer Ave,0,1,N/A
1716156,19-Jun-20,New Jersey,Bloomfield,Arlington Ave and Federal Plaza,0,2,N/A
1716070,19-Jun-20,California,Turlock,4100 block of Summerfield Dr,0,1,N/A
1710229,18-Jun-20,Missouri,West Plains,1315 Webster Ave,0,1,N/A
1709520,18-Jun-20,Ohio,Dayton,Salem Ave,0,1,N/A
1708253,17-Jun-20,Wisconsin,Milwaukee,E Burleigh St and N Achilles St,0,1,N/A
1708755,17-Jun-20,Wisconsin,Madison,2900 block of Traceway Dr,0,2,N/A
1708682,17-Jun-20,North Carolina,Kinston,231 North Carolina Hwy 58,0,1,N/A
1707776,17-Jun-20,Florida,Lehigh Acres,Lemontree Ct,0,1,N/A
1708205,17-Jun-20,Tennessee,Franklin,Mack C Hatcher Memorial Pkwy and S Royal Oaks Blvd,0,2,N/A
1708137,16-Jun-20,North Carolina,Riegelwood (East Arcadia),N/A,0,1,N/A
1706994,16-Jun-20,Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,N/A
1707253,16-Jun-20,Illinois,Chicago,7600 block of N Marshfield Ave,1,1,N/A
1707742,16-Jun-20,Florida,Patrick Afb (Patrick Air Force Base),1020 Central Ave,0,1,N/A
1709068,16-Jun-20,Texas,Shamrock,N/A,0,1,N/A
1707399,15-Jun-20,Michigan,Detroit,17700 block of W 8 Mile Rd,1,1,N/A
1705698,15-Jun-20,Minnesota,Saint Cloud,1000 block of 10th Ave S,0,2,N/A
1706194,15-Jun-20,New York,Corona (Queens),31-62 51st St,0,2,N/A
1707444,15-Jun-20,Texas,Copperas Cove,400 block of N 7th St,1,1,N/A
1707892,15-Jun-20,Ohio,Canton,2600 Harvard Ave NE,0,1,N/A
1708745,15-Jun-20,Texas,Newton (county),N/A,0,1,N/A
1707306,15-Jun-20,Florida,Leesburg,2201 Griffin Rd,0,1,N/A
1707608,15-Jun-20,Idaho,Nampa,2600 block of S Stonehedge Dr,0,1,N/A
1706202,14-Jun-20,Kentucky,Lexington,N/A,0,1,N/A
1705525,14-Jun-20,North Carolina,Kernersville,318 Nelson St,0,1,N/A
1705275,14-Jun-20,Michigan,Detroit,6400 block of Woodward Ave,0,2,N/A
1706656,14-Jun-20,Ohio,Columbus,1441 Parsons Ave,0,1,N/A
1705446,13-Jun-20,Georgia,Thomson,A St,0,1,N/A
1705158,13-Jun-20,New York,Albany,100 block of 2nd Ave,0,1,N/A
1703906,12-Jun-20,Tennessee,Chattanooga,1608 Sunray Dr,0,1,N/A
1704023,12-Jun-20,Alabama,Covington (county),N/A,0,1,N/A
1714655,11-Jun-20,New York,Harrison,N/A,0,1,N/A
1703229,11-Jun-20,Illinois,Chicago,7600 block of S Stewart Ave,0,2,N/A
1702284,11-Jun-20,Virginia,Richmond,1300 block of N 5th St,0,1,N/A
1702944,11-Jun-20,Indiana,Goshen,300 block of S 10th St,0,3,N/A
1703055,11-Jun-20,Texas,Houston,5840 Glenmont Dr,2,4,N/A
1702018,10-Jun-20,Tennessee,Memphis,4130 Kirby Pkwy,1,2,N/A
1703731,10-Jun-20,Texas,Fort Worth,1400 block of E Allen Ave,0,1,N/A
1702272,10-Jun-20,Virginia,Richmond,1700 block of E Broad St,0,1,N/A
1702463,10-Jun-20,Indiana,Fort Wayne,7600 block of Cold Springs Blvd,0,1,N/A
1702505,10-Jun-20,Texas,El Paso,4000 block of Moonlight Ave,0,1,N/A
1701175,9-Jun-20,Missouri,Saint Louis,4000 block of Peck St,0,2,N/A
1701133,9-Jun-20,Illinois,Rockford,2900 block of Lapey St,0,1,N/A
1701249,9-Jun-20,New York,Albany,2nd St and N Lake Ave,0,2,N/A
1701173,9-Jun-20,Louisiana,Patterson,Lincoln St,0,1,N/A
1701089,8-Jun-20,Mississippi,Laurel,702 Susie B Ruffin Ave,0,2,N/A
1702243,8-Jun-20,Alaska,Houston,Zero Lake Rd,0,1,N/A
1700652,8-Jun-20,Florida,Panama City Beach,Front Beach Rd,0,1,N/A
1699685,8-Jun-20,Texas,San Antonio,4000 Indian Sunrise,0,1,N/A
1699818,7-Jun-20,North Carolina,Charlotte,5712 Leake St,0,1,N/A
1717116,7-Jun-20,Florida,Okeechobee,NE 11th St,0,1,N/A
1699426,7-Jun-20,Ohio,Columbus,1700 block of Elaine Rd,0,1,N/A
1700209,6-Jun-20,Utah,Ogden,2446 N Rulon White Blvd,0,1,N/A
1699527,6-Jun-20,Utah,Salt Lake City (Murray),5669 Commerce Dr,0,1,N/A
1698657,6-Jun-20,New York,Brooklyn,E New York Ave and Mother Gaston Blvd,0,1,N/A
1699939,6-Jun-20,Tennessee,Memphis,5795 Poplar Ave,0,1,N/A
1698508,6-Jun-20,North Carolina,Salisbury,321 Bendix Dr,0,1,N/A
1698219,5-Jun-20,Iowa,Sioux City,5600 block of Hayworth Ave,0,1,N/A
1697880,5-Jun-20,New Mexico,Las Cruces,2200 block of Alameda Blvd,0,1,N/A
1698777,5-Jun-20,Mississippi,Meridian,2100 block of 13th Ave,0,1,N/A
1697941,4-Jun-20,Michigan,Bay Port,N/A,0,1,N/A
1698379,4-Jun-20,Georgia,Albany,700 block of Gilbert Ln,0,1,N/A
1697441,4-Jun-20,New York,Albany,New Hope Terrace,0,1,N/A
1697757,3-Jun-20,Colorado,Longmont,2300 block of Zlaten Dr,0,2,N/A
1695955,3-Jun-20,Georgia,Atlanta,112 Courtland St NE,0,1,N/A
1695803,3-Jun-20,North Carolina,Boone,1855 Blowing Rock Rd,0,1,N/A
1696613,3-Jun-20,Illinois,Chicago,2500 block of W Division Ave,0,1,N/A
1695641,2-Jun-20,Wisconsin,Milwaukee,2900 block of N 38th St,0,1,N/A
1697852,2-Jun-20,Wisconsin,Milwaukee,5100 block of N Lovers Lane Rd,0,1,N/A
1696083,2-Jun-20,Illinois,Chicago,2700 block of West Wabansia Ave,0,3,N/A
1708719,2-Jun-20,New Mexico,Alamogordo,800 Block of San Juan Dr,0,1,N/A
1695586,2-Jun-20,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,N/A
1696688,2-Jun-20,Illinois,East Saint Louis,24th St and Missouri Ave,0,1,N/A
1695729,2-Jun-20,Arkansas,Fort Smith,700 N Albert Pike Ave,1,1,N/A
1696430,1-Jun-20,Wisconsin,Beloit,900 block of Keeler Ave,0,1,N/A
1694254,1-Jun-20,Wisconsin,Madison,S Fairchild St and W Doty St,0,1,N/A
1694860,1-Jun-20,Illinois,Crystal Lake,5800 block of Marietta Dr,0,1,N/A
1694923,1-Jun-20,Illinois,Chicago,505 E 67th St,0,1,N/A
1695630,1-Jun-20,California,Riverside,2600 block of Groveland St,0,2,N/A
1694498,31-May-20,Michigan,Gladwin,5477 Worthington Ct,0,1,N/A
1694030,31-May-20,Pennsylvania,Upper Darby,1100 block of Cobbs Creek Pkwy,0,1,N/A
1694026,31-May-20,California,Eureka,3800 block of H St,0,1,N/A
1692583,30-May-20,Texas,Houston,13802 Homestead Rd,0,1,N/A
1696196,30-May-20,Texas,Port Arthur,914 W 14th St,0,2,N/A
1692932,29-May-20,Missouri,Saint Louis,4200 block of Athlone Ave,0,1,N/A
1691449,29-May-20,Pennsylvania,Philadelphia,24th St and Reed st,0,3,N/A
1692286,29-May-20,Maryland,Baltimore,5400 block of Price Ave,0,1,N/A
1692284,29-May-20,Colorado,Colorado Springs,4600 block of Stoner Ave,0,1,N/A
1690506,28-May-20,West Virginia,Beckley,Coal St,0,2,N/A
1691066,28-May-20,Nebraska,Lincoln,1431 N 46th St,0,1,N/A
1695696,28-May-20,Kansas,Leavenworth,1300 block of Stonleigh Ct,0,1,N/A
1689861,27-May-20,Iowa,Iowa City,2200 block of Taylor Dr,0,1,N/A
1690462,27-May-20,Nevada,Las Vegas,6255 W Tropicana Ave,1,1,N/A
1689887,26-May-20,Arkansas,West Memphis,501 S Avalon St,0,1,N/A
1692408,26-May-20,Kentucky,Winchester,250 Oxford Dr,0,1,N/A
1689467,26-May-20,Illinois,Chicago,200 block of W Pershing Rd,0,3,N/A
1689091,25-May-20,Michigan,Three Rivers,Broadway St and S US Hwy 131,0,1,N/A
1687965,25-May-20,West Virginia,Bluefield,300 block of Union St,0,1,N/A
1700164,25-May-20,Pennsylvania,Carnegie (Heidelberg),Peters Rd,0,1,N/A
1688522,25-May-20,Nebraska,Nehawka,3414 54th St,0,1,N/A
1688173,25-May-20,District of Columbia,Washington,3000 block of 30th St SE,0,1,N/A
1688902,25-May-20,Colorado,Sedalia,4700 block of Lambert Ranch Trl,0,1,N/A
1687921,24-May-20,North Dakota,Portland,N/A,0,1,N/A
1690289,24-May-20,Illinois,Kankakee,E Chestnut St and N Evergreen Ave,0,1,N/A
1691918,23-May-20,Montana,Missoula,305 E Front St,0,1,N/A
1686705,22-May-20,Louisiana,Violet,2900 block of Daniel Dr,0,1,N/A
1686042,22-May-20,Florida,Saint Petersburg,4999 49th St North,0,1,N/A
1686519,21-May-20,Minnesota,Emmons,231 Concord St,0,1,N/A
1685701,21-May-20,Florida,Miami,NW 42nd St and 21st Ave,0,1,N/A
1685684,21-May-20,Indiana,Indianapolis,2200 block of Graves Light Dr,0,1,N/A
1684702,21-May-20,Indiana,Woodburn,Gar Creek Rd,0,1,N/A
1690460,21-May-20,Pennsylvania,Ford City,Cherry Run Rd,0,1,N/A
1705464,20-May-20,Georgia,Dearing,4500 block of Hillman Gay Rd,0,1,N/A
1684580,20-May-20,California,Glendale,4432 San Fernando Rd,1,1,N/A
1685108,20-May-20,Michigan,Detroit,Nett St and Van Dyke Ave,0,1,N/A
1684131,20-May-20,New Mexico,Roswell,100 block of W Wells St,0,1,N/A
1684640,20-May-20,Missouri,Joplin,North St and School Ave,0,1,N/A
1684346,20-May-20,Kentucky,Pineville,W Tennessee Ave,0,1,N/A
1684434,20-May-20,Missouri,Kansas City,E 23rd St and Chelsea Ave,0,1,N/A
1685292,19-May-20,Texas,San Antonio,100 block of Emerald Ash,0,1,N/A
1684086,19-May-20,South Carolina,North Charleston,2625 Ashley Phosphate Rd,0,1,N/A
1684301,18-May-20,Pennsylvania,Philadelphia,3100 block of Franklin St,0,2,N/A
1682981,18-May-20,South Carolina,Myrtle Beach,100 Cedar St,0,1,N/A
1683016,18-May-20,Georgia,La Grange,Kelley St,0,1,N/A
1682828,18-May-20,Texas,Houston,N/A,0,1,N/A
1681898,17-May-20,California,Los Angeles,1410 Miller Dr,0,1,N/A
1681602,17-May-20,South Carolina,Charleston,23 Cannon St,0,4,N/A
1682253,17-May-20,Georgia,Griffin,500 block of Hallyburton St,0,1,N/A
1683055,17-May-20,Ohio,Edgerton,10695 Co Rd A,0,1,N/A
1682189,17-May-20,Florida,Deland,1200 block of S Delaware Ave,0,1,N/A
1682005,17-May-20,Tennessee,Pioneer,609 Titus Hollow Rd,0,2,N/A
1681150,16-May-20,Virginia,Newport News,900 block of Goose Cir,0,1,N/A
1681814,16-May-20,Delaware,Claymont,4th Ave,0,1,N/A
1681687,16-May-20,Utah,Salt Lake City,3455 W Ninigret Dr,0,1,N/A
1681200,15-May-20,Michigan,Flint,1066 E Carpenter Rd,0,1,N/A
1680981,15-May-20,Indiana,Indianapolis,1300 block of N Warman Ave,0,1,N/A
1679294,14-May-20,Illinois,Chicago,5331 S Calumet Ave,0,1,N/A
1680895,14-May-20,Missouri,Bismarck,1000 block of Center St,0,1,N/A
1680784,14-May-20,Pennsylvania,Allentown,1600 block of Maumee Dr,0,1,N/A
1680776,14-May-20,Ohio,Toledo,1200 block of Colton St,0,1,N/A
1679909,13-May-20,Illinois,Chicago,8600 block of S Bennett Ave,0,1,N/A
1679225,13-May-20,Ohio,Bellefontaine,2056 US-68,0,1,N/A
1679413,13-May-20,Tennessee,Crossville,Herbert Houston Rd,0,1,N/A
1678437,12-May-20,Oklahoma,Owasso,16104 E 109th St N,0,1,N/A
1678553,12-May-20,North Carolina,Charlotte,N/A,0,1,N/A
1678497,12-May-20,Texas,Livingston,FM 943,0,1,N/A
1678335,12-May-20,Pennsylvania,Pottstown,1100 block of Center Ave,0,1,N/A
1677543,10-May-20,Ohio,Barberton,200 block of Huron St,0,1,N/A
1677535,10-May-20,Illinois,Rockford,3800 block of Sage Dr,0,1,N/A
1676515,10-May-20,Louisiana,Baton Rouge,2944 Plank Rd,0,5,N/A
1676396,10-May-20,North Carolina,Winston Salem (Winston-salem),North Point Blvd and University Pkwy,0,1,N/A
1677052,10-May-20,Minnesota,Brainerd,11000 block of Bonnie Rd,0,1,N/A
1675859,9-May-20,Michigan,Battle Creek,5235 Horizon Dr,0,1,N/A
1677180,9-May-20,Kansas,Topeka,1000 block of SW Clay St,0,1,N/A
1676349,9-May-20,Louisiana,New Iberia,400 block of Silver St,1,2,N/A
1676153,9-May-20,Colorado,Denver (Northglenn),1000 block of Elmer Dr,0,1,N/A
1675169,8-May-20,Texas,Houston,15125 North Fwy,1,1,N/A
1675413,8-May-20,Illinois,Chicago,7400 block of S Vincennes Ave,0,1,N/A
1675700,8-May-20,Indiana,Lafayette,600 block of Romig St,1,1,N/A
1675004,8-May-20,New York,Lockport,6300 block of Raymond Rd,0,2,N/A
1675646,8-May-20,South Carolina,Anderson,Clemson Blvd,0,2,N/A
1675616,8-May-20,Florida,Pensacola,Binnacle Place and Marlin Spike Dr,0,1,N/A
1675057,8-May-20,Florida,Putnam (county),N/A,0,1,N/A
1675152,7-May-20,Georgia,Atlanta,142 Joseph E Lowery Blvd SW,0,2,N/A
1675665,7-May-20,South Carolina,Bowman,Center St,0,1,N/A
1675033,7-May-20,Delaware,Wilmington,600 block of Maryland Ave,0,1,N/A
1675016,7-May-20,Alabama,Auburn,889 Lunsford Dr,0,1,N/A
1674519,6-May-20,Tennessee,Bristol,100 Ball Rd,0,1,N/A
