Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1728196,6-Jul-20,Mississippi,Jackson,Dr Robert Smith Sr Pkwy,1,0,N/A
1725904,5-Jul-20,Pennsylvania,Philadelphia,4600 block of Kendrick St,1,0,N/A
1726758,5-Jul-20,Indiana,Evansville,1100 block of Powell Ave,1,0,N/A
1726663,5-Jul-20,Georgia,Atlanta,1192 Pryor Rd,1,2,N/A
1724885,4-Jul-20,Louisiana,Baton Rouge,600 block of N Fuller Pl,1,0,N/A
1724737,4-Jul-20,Illinois,Chicago,152 N Latrobe Ave,1,1,N/A
1728179,4-Jul-20,Washington,Camano Island,Finney Cumberland Rd,1,0,N/A
1725006,4-Jul-20,District of Columbia,Washington,1400 block of Cedar St SE,1,0,N/A
1725791,4-Jul-20,North Carolina,Durham,500 block of Burlington Ave,1,0,N/A
1725050,4-Jul-20,Nebraska,Lincoln,2701 S 40th St,1,0,N/A
1724597,4-Jul-20,Texas,Pharr,102 Every Way,1,0,N/A
1723897,3-Jul-20,Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,N/A
1723513,2-Jul-20,Tennessee,Hendersonville,3199 Long Hollow Pike,1,0,N/A
1722608,2-Jul-20,Florida,Fort Lauderdale,1500 block of NW Second Ave,1,0,N/A
1721676,1-Jul-20,Minnesota,Saint Paul,1537 University Ave W,1,0,N/A
1722444,1-Jul-20,Illinois,Chicago,10609 S Oglesby Ave,1,0,N/A
1722620,1-Jul-20,Georgia,Macon,180 Hidden Lakes Ct,1,0,N/A
1721372,30-Jun-20,West Virginia,Elkview,Deer Run Rd,1,0,N/A
1721720,30-Jun-20,Florida,Palm Bay,Washington St,1,0,N/A
1719922,29-Jun-20,Virginia,Chesterfield,17300 block of Genito Rd,1,0,N/A
1719521,28-Jun-20,Texas,Fort Worth,1400 N Main St,1,0,N/A
1718981,27-Jun-20,Illinois,Chicago,3500 block of W Dickens Ave,1,0,N/A
1719070,27-Jun-20,Florida,Ormond Beach,1869 Fairland Rd,1,0,N/A
1719224,27-Jun-20,Alabama,Tuscaloosa,3rd St E and 24th Ave E,1,2,N/A
1718645,26-Jun-20,West Virginia,Cottageville,N/A,1,1,N/A
1718444,26-Jun-20,Missouri,Saint Louis (Berkeley),Jefferson Ave and Airport Rd,1,0,N/A
1719472,26-Jun-20,Ohio,Springboro,30 block of Royal Dr,1,0,N/A
1717210,25-Jun-20,Georgia,Atlanta,Meadow Park Dr,1,0,N/A
1715227,23-Jun-20,North Carolina,Durham,2600 block of Holloway St,1,0,N/A
1712670,21-Jun-20,Arizona,Phoenix,1737 W Desert Cove Ave,1,0,N/A
1713690,21-Jun-20,Ohio,Columbus,793 Canonby Pl,1,1,N/A
1712143,20-Jun-20,Ohio,Lima,1200 block of Virginia Ave,1,0,N/A
1711008,20-Jun-20,New York,New York (Manhattan),635 E 12th St,1,0,N/A
1711272,20-Jun-20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,N/A
1710081,19-Jun-20,Iowa,Kalona,N/A,1,0,N/A
1709255,18-Jun-20,Mississippi,Jackson,2010 Chadwick Dr,1,0,N/A
1709730,18-Jun-20,Florida,Palm Harbor,N/A,1,0,N/A
1711149,18-Jun-20,Texas,El Paso,700 block of Ascension Rd,1,0,N/A
1708789,18-Jun-20,Indiana,South Bend,626 Leland Ave,1,0,N/A
1708771,17-Jun-20,Georgia,Atlanta,2600 block of Fox Hall Ln S,1,0,N/A
1710590,17-Jun-20,Mississippi,Guntown,444 Birmingham Ridge Rd,1,0,N/A
1708053,16-Jun-20,Michigan,Detroit,12800 block of Mettetal St,1,0,N/A
1706703,16-Jun-20,Indiana,Munster,901 Macarthur Blvd,2,0,N/A
1706994,16-Jun-20,Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,N/A
1707253,16-Jun-20,Illinois,Chicago,7600 block of N Marshfield Ave,1,1,N/A
1707413,16-Jun-20,Texas,Houston,4732 Clover St,1,0,N/A
1706543,15-Jun-20,Florida,Jacksonville,127 East 43rd St,1,0,N/A
1705213,14-Jun-20,Louisiana,Raceland,Saint Louis St,2,0,N/A
1705419,14-Jun-20,Kansas,Junction City,Clarks Creek Rd,1,0,N/A
1703413,11-Jun-20,Indiana,New Albany,Cross Creek Blvd,1,0,N/A
1701717,9-Jun-20,North Carolina,Burgaw,N/A,1,0,N/A
1702223,9-Jun-20,Ohio,Cleveland,Heidtman Pkwy,1,0,N/A
1701008,8-Jun-20,Texas,Lubbock,1700 block of 22nd St,1,0,N/A
1699231,6-Jun-20,Alabama,Tuscaloosa,613 James I Harrison Jr Pkwy,1,0,N/A
1698779,6-Jun-20,Alabama,Birmingham,6800 block of 1st Ave N,1,0,N/A
1699338,5-Jun-20,Illinois,Belleville,50 block of Kansas Ave,1,0,N/A
1698223,5-Jun-20,Alabama,Birmingham,17th St SW and Jefferson Ave,1,0,N/A
1697968,3-Jun-20,Michigan,Kalamazoo,Jack Pine Way,1,0,N/A
1696520,3-Jun-20,Utah,Kamas,3800 UT-248,1,0,N/A
1696153,2-Jun-20,Massachusetts,Holliston,100 Kuniholm Drive,1,0,N/A
1694769,1-Jun-20,Ohio,Cleveland,3100 block of E 94th St,1,0,N/A
1695493,1-Jun-20,Kentucky,Beattyville,Fox Hollow Rd,1,0,N/A
1694270,31-May-20,Mississippi,Jackson,4600 block of W Northside Dr,1,0,N/A
1691586,29-May-20,Texas,Missouri City,3900 block of Chestnut Bend,1,0,N/A
1690458,27-May-20,Nevada,Las Vegas,600 block of McKnight St,1,0,N/A
1691205,27-May-20,Texas,Amarillo,3900 block of Paradise Ave,1,0,N/A
1692235,27-May-20,Georgia,Austell,Mesa Valley Way,1,0,N/A
1689331,26-May-20,Pennsylvania,Philadelphia,5900 block of N 20th St,1,0,N/A
1689086,25-May-20,North Carolina,North Wilkesboro,1007 6th St,1,0,N/A
1688194,25-May-20,Texas,San Antonio,1415 Avant Ave,1,0,N/A
1687467,24-May-20,Tennessee,Memphis,436 Cambridge Ave,1,0,N/A
1688148,24-May-20,Alabama,Morris,8005 Triple Creek Cir,1,0,N/A
1686791,23-May-20,Missouri,Saint Louis,3900 block of Evans Ave,1,0,N/A
1687191,23-May-20,Iowa,Des Moines,1100 block of 17th St,1,0,N/A
1687075,22-May-20,Indiana,Bloomington,3100 block of S Leonard Springs Rd,1,0,N/A
1686229,21-May-20,North Dakota,Minot,N/A,1,0,N/A
1684673,20-May-20,Illinois,Peoria,2300 block of N Maryland St,1,0,N/A
1684263,20-May-20,West Virginia,Huntington,1000 block of 22nd St,1,0,N/A
1684670,18-May-20,Florida,Miami,2721 SW 20th St,1,0,N/A
1684691,18-May-20,Georgia,Riverdale,500 block of Ashworth Dr,1,0,N/A
1682432,17-May-20,Michigan,Flint,2200 block of Cadillac St,1,0,N/A
1681915,17-May-20,Ohio,Cincinnati,4800 block of Hawaiian Ter,1,0,N/A
1681289,16-May-20,Tennessee,Memphis,4068 Knob Dr,1,0,N/A
1681451,16-May-20,Indiana,Gary,2700 block of Pierce St,1,0,N/A
1681557,16-May-20,Georgia,White,Chitwood Cove Rd,1,0,N/A
1683808,16-May-20,South Carolina,Abbeville,N/A,1,0,N/A
1682002,16-May-20,Arizona,Phoenix,2470 W Charlotte Dr,1,0,N/A
1680189,15-May-20,Florida,Jacksonville,3000 block of W 18th St,1,0,N/A
1682808,15-May-20,Alabama,Selma,2800 block of Bragg St,1,0,N/A
1682456,14-May-20,Florida,Sebring,Cadagua Dr,1,0,N/A
1679922,14-May-20,Missouri,Saint Louis,4000 block of Peck St,1,0,N/A
1677795,12-May-20,Florida,Miami,7843 NE 10th Ave,1,0,N/A
1685388,12-May-20,Ohio,Cleveland,4100 block of E 143rd St,1,0,N/A
1683782,10-May-20,Oregon,The Dalles,Snipes St,1,0,N/A
1675981,9-May-20,Texas,Mesquite,Gillette Dr and Avis St,1,0,N/A
1675847,9-May-20,Texas,Arlington,2500 block of Forest Point Dr,1,0,N/A
1676220,9-May-20,Alabama,Birmingham,1221 Gulfport St,1,0,N/A
1675912,9-May-20,Florida,Saint Petersburg,3738 18th Terrace S,1,0,N/A
1676223,9-May-20,Georgia,Griffin,608 Hammock St,1,0,N/A
1676636,9-May-20,Texas,Longview,E Young St and S Mobberly Ave,1,0,N/A
1677427,9-May-20,Missouri,O Fallon,400 block of Mar-Ton Estates Dr,1,0,N/A
1673111,5-May-20,Arizona,Tucson,800 block of W Roger Rd,1,0,N/A
1673119,5-May-20,Texas,La Porte,10200 block of Old Orchard Rd,1,0,N/A
1671217,3-May-20,Indiana,Indianapolis,6000 East 38th St,1,0,N/A
1671655,3-May-20,Kentucky,Elizabethtown,1242 Woodland Dr,1,0,N/A
1671464,2-May-20,Texas,Houston,9118 Shagbark Dr,1,0,N/A
1669964,1-May-20,Missouri,Springfield,2000 block of N Jefferson Ave,1,0,N/A
1671437,1-May-20,Georgia,Lyerly,5285 GA-114,1,0,N/A
1670035,1-May-20,Alabama,Pinson,9100 block of Cedar Mountain Rd,1,1,N/A
1669689,30-Apr-20,Utah,Myton,300 E Main St,1,0,N/A
1668856,28-Apr-20,California,Castro Valley,3400 block of Redwood Ct,1,0,N/A
1668015,28-Apr-20,Virginia,Petersburg,1700 block of Buckner St,1,0,N/A
1668922,27-Apr-20,Texas,Amarillo,5500 block of Everett Ave,1,0,N/A
1666578,26-Apr-20,Texas,Houston,5103 Silver Creek Dr,1,0,N/A
1666571,26-Apr-20,Ohio,Cleveland,13000 block of Benwood Ave,1,0,N/A
1666131,25-Apr-20,Tennessee,Jackson,106 Robin Ln,1,0,N/A
1665058,23-Apr-20,Tennessee,Ooltewah,8548 River Birch Loop,1,0,N/A
1665094,23-Apr-20,Georgia,Macon,289 CA-49,1,0,N/A
1665918,23-Apr-20,Georgia,Hartwell,Cokesbury Hwy,1,0,N/A
1665078,23-Apr-20,Georgia,Smyrna,2500 S Cobb Dr SE,1,0,N/A
1664724,23-Apr-20,Mississippi,Senatobia,1000 block of N Crockett Rd,1,0,N/A
1664439,22-Apr-20,Texas,Houston,10100 Leawood Blvd,1,0,N/A
1664609,22-Apr-20,Florida,Lakeland,N/A,1,0,N/A
1663572,21-Apr-20,Colorado,Westminster,10700 block of Moore Circle,1,0,N/A
1663445,21-Apr-20,Texas,Killeen,4500 block of Alan Kent Dr,1,0,N/A
1663620,20-Apr-20,Pennsylvania,Philadelphia,2900 block of Secane Dr,1,0,N/A
1662919,20-Apr-20,Texas,San Antonio,8200 block of Broadway St,1,0,N/A
1662407,19-Apr-20,Kentucky,Frankfort,401 Murray St,1,0,N/A
1662711,19-Apr-20,Texas,San Antonio,700 block of Leal St,1,0,N/A
1705785,19-Apr-20,Florida,Fort Lauderdale,N/A,1,0,N/A
1660535,16-Apr-20,Texas,Houston,1700 block of Upland Lakes Dr,1,0,N/A
1693146,16-Apr-20,North Dakota,Minot,N/A,1,0,N/A
1660305,15-Apr-20,Texas,Jack (county),N/A,1,0,N/A
1658897,14-Apr-20,Louisiana,Baton Rouge,Lake Sherwood Ave,1,0,N/A
1658888,14-Apr-20,Illinois,Chicago,3659 S Marshfield Ave,1,0,N/A
1658455,13-Apr-20,Ohio,Chillicothe,331 McKellar St,2,0,N/A
1657697,12-Apr-20,New York,Albany (Colonie),1606 Central Ave,1,0,N/A
1657394,11-Apr-20,Georgia,Conley,1600 Block of Lamont Ave,1,1,N/A
1656735,10-Apr-20,Florida,Palm Beach Gardens (Riviera Beach),1000 Block of W 26th St,1,1,N/A
1659684,9-Apr-20,Ohio,Middle Point,301 E Lewis St,1,0,N/A
1654672,8-Apr-20,Texas,Katy,4100 block of Brown Meadow Ct,1,0,N/A
1654616,7-Apr-20,South Carolina,Goose Creek,500 block of Nandina Dr,1,0,N/A
1653288,6-Apr-20,Florida,Jacksonville,10300 Block of Monaco Dr,1,0,N/A
1652874,5-Apr-20,Pennsylvania,Chester,2600 block of Swarts St,1,0,N/A
1652594,4-Apr-20,Indiana,Osceola,10000 block of McKinley Hwy,1,0,N/A
1653599,3-Apr-20,Arkansas,Mountain Home,158 Panther Heights Dr,1,0,N/A
1651203,2-Apr-20,Illinois,Thornton,Blackhawk Dr and Chicago Rd,1,0,N/A
1650592,1-Apr-20,Georgia,Helena (McRae-Helena),Collins St,1,0,N/A
1649813,31-Mar-20,Indiana,Indianapolis,3200 block of N Tacoma Ave,1,0,N/A
1649610,31-Mar-20,Oklahoma,Lawton,1800 block of Lake Ave,1,0,N/A
1650049,31-Mar-20,Texas,Houston,8100 block of Richmond Ave,1,0,N/A
1648472,30-Mar-20,Alabama,Bessemer,500 block of 29th St N,1,0,N/A
1648909,30-Mar-20,Illinois,Belleville,2500 block of Lucy Dr,1,0,N/A
1647218,27-Mar-20,Florida,Bradenton,5900 block of 13th St Ct E,1,0,N/A
1647254,27-Mar-20,Michigan,Kalamazoo,1021 Jackson St,1,0,N/A
1646415,26-Mar-20,Indiana,Indianapolis,5184 Winterberry Circle,1,0,N/A
1646390,26-Mar-20,Tennessee,Memphis,2778 Pickering Dr,1,0,N/A
1645583,24-Mar-20,Illinois,Chicago,1300 block of W Greenleaf Ave,1,0,N/A
1643923,21-Mar-20,Georgia,Atlanta,2700 block of Argyle Drive NW,1,0,N/A
1643616,21-Mar-20,Texas,Taylor,County Line Rd,1,0,N/A
1642768,19-Mar-20,New Mexico,Albuquerque,300 Rhode Island St NE,1,0,N/A
1641895,18-Mar-20,Missouri,Saint Louis (Northwoods),6700 block of Charlie Dooley Dr,1,0,N/A
1641069,17-Mar-20,Kentucky,Lexington,400 block of Campbell St,1,0,N/A
1641339,16-Mar-20,Washington,Vancouver,10405 N.E. Ninth Ave,1,0,N/A
1649210,15-Mar-20,Nebraska,Gordon,6602 250th Trail,1,0,N/A
1640042,15-Mar-20,Kentucky,Louisville,4200 block of Lees Lane,1,0,N/A
1639651,14-Mar-20,Utah,Ogden,325 9th St,1,0,N/A
1639222,13-Mar-20,Tennessee,Memphis,650 Gallan Dr,1,0,N/A
1636763,8-Mar-20,North Carolina,Fairview,N/A,1,0,N/A
1634779,5-Mar-20,South Carolina,Mountain Rest,Trillium Dr,1,0,N/A
1634921,5-Mar-20,Pennsylvania,York,300 block of Oak Ln,1,0,N/A
1634139,5-Mar-20,New York,Hampton Bays,49 Ponquogue Ave,2,0,N/A
1633866,4-Mar-20,Alabama,Slocomb,Green Rd,1,0,N/A
1634317,4-Mar-20,New Hampshire,Warner,Parade Ground Cemetery Road,1,0,N/A
1632459,2-Mar-20,Kansas,Wichita,2600 block of N Arkansas,1,0,N/A
1633167,2-Mar-20,Virginia,Chesapeake,600 block of Montauk Ln,1,0,N/A
1632058,1-Mar-20,Texas,Houston,11927 East Fwy,1,0,N/A
1632100,1-Mar-20,New Mexico,Albuquerque,10000 block of 2nd St NW,1,0,N/A
1662940,1-Mar-20,Mississippi,Indianola,Sunflower Ave and Main St,1,0,N/A
1631568,29-Feb-20,Mississippi,Biloxi,200 block of Nixon St,1,0,N/A
1631336,28-Feb-20,West Virginia,Fairmont,1900 block of Morgantown Ave,1,0,N/A
1630676,27-Feb-20,Missouri,Hazelwood,7400 block of Sieloff Dr,1,0,N/A
1630393,27-Feb-20,Pennsylvania,Tamaqua,104 Gay St,1,0,N/A
1630175,26-Feb-20,Texas,Joaquin,N/A,1,0,N/A
1629234,25-Feb-20,Florida,Titusville,S Deleon Ave,1,1,N/A
1629042,25-Feb-20,Illinois,Chicago,1238 E 79th St,1,4,N/A
1629261,25-Feb-20,Florida,Jacksonville,3500 block of Mecca St,1,0,N/A
1629795,25-Feb-20,Alabama,Birmingham (Irondale),2901 Hunter Ridge Dr,1,0,N/A
1672810,24-Feb-20,Florida,Tampa,N/A,1,0,N/A
1628048,23-Feb-20,Texas,Llano,CR 306,1,0,N/A
1627699,23-Feb-20,Tennessee,Memphis,7000 block of Kings Crown Dr,1,0,N/A
1627025,22-Feb-20,Arizona,Phoenix,63rd Ave and McDowell Rd,1,0,N/A
1626860,21-Feb-20,Florida,Kissimmee,133 Pickering Dr,1,0,N/A
1625892,20-Feb-20,Florida,Brooksville,Oakcrest Circle,1,0,N/A
1625658,20-Feb-20,Arkansas,Texarkana,200 block of South Mosley Rd,1,0,N/A
1622792,16-Feb-20,Oklahoma,Oklahoma City (Midwest City),9429 SE 29th St,1,0,N/A
1623097,16-Feb-20,Kentucky,Dunmor,Hunt Rd,1,0,N/A
1623513,16-Feb-20,Ohio,Toledo,6100 block of Merle St,1,0,N/A
1624470,16-Feb-20,Georgia,Lexington,1002 Wesley Chapel Rd,2,0,N/A
1622731,16-Feb-20,Tennessee,Memphis,1984 Bonnie Dr,1,0,N/A
1621936,14-Feb-20,Georgia,Lagrange,200 block of Union St,1,1,N/A
1620904,13-Feb-20,Florida,Leesburg,Filmore Ave,1,0,N/A
1622113,13-Feb-20,Ohio,Youngstown (Boardman),5515 West Blvd,1,0,N/A
1620073,12-Feb-20,New York,New York (Manhattan),228 E 116th St,1,0,N/A
1620311,12-Feb-20,Nebraska,Omaha,1405 N 35th St,1,0,N/A
1619781,12-Feb-20,District of Columbia,Washington,800 block of 51st St SE,1,0,N/A
1619553,9-Feb-20,Louisiana,Chalmette,70 block of Thornton Dr,1,0,N/A
1617744,9-Feb-20,Pennsylvania,Pittsburgh,258 East Warrington Ave,1,0,N/A
1616601,7-Feb-20,New Jersey,Browns Mills,21 Maricopa Trail,1,0,N/A
1616774,7-Feb-20,Louisiana,Shreveport,3900 block of Merwin St,1,0,N/A
1615948,6-Feb-20,South Carolina,Pendleton,950 Cherry St,1,1,N/A
1616720,6-Feb-20,California,Davis,2526 E 8th St,1,0,N/A
1614953,4-Feb-20,Michigan,Detroit,Trinity St and Fargo St,1,0,N/A
1613176,2-Feb-20,Ohio,Cincinnati,2400 block of Reading Rd,1,0,N/A
1613427,2-Feb-20,South Carolina,Myrtle Beach,500 block of 65th Ave N,1,0,N/A
1612411,2-Feb-20,Alabama,Harvest,101 Berrycreek Dr,1,0,N/A
1611362,1-Feb-20,Ohio,Ravenna,700 block of Woodgate Blvd,1,0,N/A
1611651,1-Feb-20,Tennessee,Jackson,2023 S Highland Ave,1,0,N/A
1612699,1-Feb-20,Ohio,Hinckley,River Rd,1,0,N/A
1611420,1-Feb-20,Virginia,Richmond,1700 block of Southlawn Ave,1,0,N/A
1611369,31-Jan-20,Texas,Clyde,CR 525,1,0,N/A
1610400,31-Jan-20,Illinois,Dolton,15000 block of Minerva Ave,1,0,N/A
1609445,30-Jan-20,Pennsylvania,Philadelphia,2100 block of N Lambert St,1,0,N/A
1609952,30-Jan-20,Alabama,Mobile,1 East Interstate 65 Service Rd S,1,0,N/A
1609115,28-Jan-20,North Carolina,Graham,716 E Elm St,1,0,N/A
1608944,28-Jan-20,Washington,Spokane,2115 N Hamilton St,1,0,N/A
1607335,26-Jan-20,Ohio,Akron,2600 block of Nesmith Lake Blvd,1,0,N/A
1605978,26-Jan-20,Ohio,Pataskala,50 block of Granville St,1,0,N/A
1606178,25-Jan-20,Alabama,Irvington,8331 Meadow Ln S,1,0,N/A
1605571,25-Jan-20,Ohio,Newark,50 block of Weston Rd,1,0,N/A
1605309,25-Jan-20,Louisiana,Baton Rouge,1915 Birch St,1,0,N/A
1604701,23-Jan-20,Arizona,Dewey,Orme Rd,1,0,N/A
1603241,22-Jan-20,Washington,Seattle,1530 3rd Ave,1,7,N/A
1603395,22-Jan-20,Texas,San Antonio,4032 E Southcross,1,0,N/A
1604228,22-Jan-20,Texas,Longview,1200 block of Scenic Dr,1,0,N/A
1603720,22-Jan-20,Louisiana,Leonville,LA-347,1,0,N/A
1604307,22-Jan-20,Georgia,Macon,Lamar St and Ferguson St,1,0,N/A
1602038,20-Jan-20,Wisconsin,Milwaukee,N 40th St and W North Ave,1,0,N/A
1600952,20-Jan-20,North Carolina,Concord,Brooknell Ct NW,1,0,N/A
1601442,19-Jan-20,Indiana,Bloomington,1297 E Zinnia Dr,1,1,N/A
1602470,17-Jan-20,California,Dorris,4600 block of E Valley Rd,1,0,N/A
1600521,17-Jan-20,Georgia,Columbus,6600 block of Dorsey Dr,1,0,N/A
1598980,17-Jan-20,Texas,San Antonio,5907 Eckhert Rd,1,0,N/A
1596276,14-Jan-20,Texas,Bellaire,5100 Maple St,1,0,N/A
1596266,12-Jan-20,Florida,Warrington,S Second St and E Winthrop Dr,1,0,N/A
1594264,11-Jan-20,North Carolina,Sanford,Chatham St and S Moore St,1,0,N/A
1592355,8-Jan-20,Kentucky,Lexington,Rambling Creek Dr and Liberty Rd,1,0,N/A
1589132,5-Jan-20,Missouri,Saint Louis,635 Washington Ave,1,0,N/A
1588858,4-Jan-20,Tennessee,Cordova,6900 block of Lagrange Cir S,1,0,N/A
1588530,3-Jan-20,Maryland,Park Hall,18100 block of Point Lookout Rd,1,0,N/A
1585484,1-Jan-20,Virginia,Richmond,2500 block of North Ave,1,0,N/A
1598354,1-Jan-20,Tennessee,Hermitage,Willesden Green Ct,1,0,N/A
1585741,1-Jan-20,Ohio,Cleveland,Merrill Ave and West 58th St,1,0,N/A
1586238,1-Jan-20,Maryland,Hyattsville (Landover Hills),7400 block of Varnum St,1,0,N/A
1585419,1-Jan-20,Texas,Houston,12300 block of May Laurel Dr,1,0,N/A
1585503,1-Jan-20,Virginia,Richmond,1400 block of Southbury Ave,1,0,N/A
1586315,1-Jan-20,South Carolina,Walterboro,Barracada Rd,2,0,N/A
1585456,31-Dec-19,Tennessee,Savannah,1325 Florence Rd,1,0,N/A
1583856,29-Dec-19,Oklahoma,Tulsa,1111 E 60th St,1,0,N/A
1582882,28-Dec-19,Missouri,Saint Louis,Gardner Dr,1,0,N/A
1580445,25-Dec-19,Texas,Buna,34060 US-96,1,0,N/A
1580278,24-Dec-19,Alabama,Monroeville,Co Rd 42,1,0,N/A
1577876,22-Dec-19,Texas,Dallas,4800 Village Fair Dr,1,0,N/A
1577156,21-Dec-19,Texas,San Antonio,6310 Channel View,1,0,N/A
1577786,21-Dec-19,California,San Diego,Biola Ave and Alosta St,1,0,N/A
1578303,21-Dec-19,California,Redding,1640 Hilltop Dr,1,0,N/A
1577046,20-Dec-19,Mississippi,Waynesboro,Turner St,1,6,N/A
1575830,19-Dec-19,Georgia,Cairo,100 block of Wight Rd,1,0,N/A
1577363,19-Dec-19,Texas,Austin,2602 Collins Creek Dr,1,0,N/A
1576476,18-Dec-19,Maine,Medway,Main Rd,1,0,N/A
1575325,18-Dec-19,Texas,Dallas,3502 Simpson Stuart Rd,1,2,N/A
1572059,14-Dec-19,Ohio,Sandusky,5000 block of Memphis Ave,1,0,N/A
1572029,14-Dec-19,Ohio,Pataskala,323 Haystack Ct,1,0,N/A
1573283,13-Dec-19,Illinois,Crest Hill,2020 Raynor Ave,1,0,N/A
1571392,13-Dec-19,Florida,Lithia,Bridgewalk Dr,1,0,N/A
1599014,13-Dec-19,California,San Jose,5460 Country Club Pkwy,1,0,N/A
1571231,13-Dec-19,Arizona,Scottsdale,N 112th Place and E Poinsettia Dr,1,0,N/A
1574918,12-Dec-19,Pennsylvania,Sugar Grove,N/A,1,0,N/A
1570510,12-Dec-19,Tennessee,Nashville,1000 block of Edgehill Ave,1,0,N/A
1570654,11-Dec-19,Florida,Naples,100 Ospreys Landing,1,0,N/A
1571092,10-Dec-19,Texas,Houston,5350 W Gulf Bank Rd,1,0,N/A
1567437,8-Dec-19,Tennessee,Memphis,397 Delta Rd,1,0,N/A
1566568,7-Dec-19,Alabama,Birmingham,F L Shuttlesworth Dr and 33rd Terrace N,1,0,N/A
1566963,7-Dec-19,New York,Brooklyn,141 E 21st St,1,0,N/A
1565292,5-Dec-19,Illinois,Decatur,3035 N Water St,1,0,N/A
1564937,5-Dec-19,Florida,Coral Gables,386 Miracle Mile,4,1,N/A
1566391,2-Dec-19,Arizona,Young,N/A,1,0,N/A
1563677,2-Dec-19,Ohio,Lorain,2113 E 31st St,1,0,N/A
1563712,2-Dec-19,Pennsylvania,Tyrone,PA-453,1,0,N/A
1563695,1-Dec-19,Pennsylvania,Philadelphia,1100 block of N 63rd St,1,0,N/A
1562043,1-Dec-19,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,N/A
1562990,1-Dec-19,Tennessee,Shelbyville,Cartwright Rd,1,0,N/A
1561428,29-Nov-19,Tennessee,Memphis,3700 block of Station Way,1,0,N/A
